GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,NAME_M,AUO6M001
"G1100010004300","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004300",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004300",,,"11001004300","Census Tract 43, District of Columbia, District of Columbia",4551,"Census Tract 43, District of Columbia, District of Columbia",886
"G1100010004401","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004401",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004401",,,"11001004401","Census Tract 44.01, District of Columbia, District of Columbia",3540,"Census Tract 44.01, District of Columbia, District of Columbia",942
"G1100010004402","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004402",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004402",,,"11001004402","Census Tract 44.02, District of Columbia, District of Columbia",2417,"Census Tract 44.02, District of Columbia, District of Columbia",412
"G1100010004600","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004600",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004600",,,"11001004600","Census Tract 46, District of Columbia, District of Columbia",3024,"Census Tract 46, District of Columbia, District of Columbia",631
"G1100010004702","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004702",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004702",,,"11001004702","Census Tract 47.02, District of Columbia, District of Columbia",3449,"Census Tract 47.02, District of Columbia, District of Columbia",730
"G1100010004703","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004703",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004703",,,"11001004703","Census Tract 47.03, District of Columbia, District of Columbia",3147,"Census Tract 47.03, District of Columbia, District of Columbia",596
"G1100010004704","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004704",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004704",,,"11001004704","Census Tract 47.04, District of Columbia, District of Columbia",1721,"Census Tract 47.04, District of Columbia, District of Columbia",366
"G1100010004801","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004801",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004801",,,"11001004801","Census Tract 48.01, District of Columbia, District of Columbia",2598,"Census Tract 48.01, District of Columbia, District of Columbia",433
"G1100010004802","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004802",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004802",,,"11001004802","Census Tract 48.02, District of Columbia, District of Columbia",2946,"Census Tract 48.02, District of Columbia, District of Columbia",692
"G1100010004901","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004901",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004901",,,"11001004901","Census Tract 49.01, District of Columbia, District of Columbia",3315,"Census Tract 49.01, District of Columbia, District of Columbia",434
"G1100010004902","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"004902",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001004902",,,"11001004902","Census Tract 49.02, District of Columbia, District of Columbia",3193,"Census Tract 49.02, District of Columbia, District of Columbia",356
"G1100010005001","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005001",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005001",,,"11001005001","Census Tract 50.01, District of Columbia, District of Columbia",2114,"Census Tract 50.01, District of Columbia, District of Columbia",470
"G1100010005003","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005003",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005003",,,"11001005003","Census Tract 50.03, District of Columbia, District of Columbia",1838,"Census Tract 50.03, District of Columbia, District of Columbia",302
"G1100010005004","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005004",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005004",,,"11001005004","Census Tract 50.04, District of Columbia, District of Columbia",3750,"Census Tract 50.04, District of Columbia, District of Columbia",528
"G1100010005202","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005202",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005202",,,"11001005202","Census Tract 52.02, District of Columbia, District of Columbia",3313,"Census Tract 52.02, District of Columbia, District of Columbia",521
"G1100010005203","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005203",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005203",,,"11001005203","Census Tract 52.03, District of Columbia, District of Columbia",3042,"Census Tract 52.03, District of Columbia, District of Columbia",535
"G1100010005302","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005302",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005302",,,"11001005302","Census Tract 53.02, District of Columbia, District of Columbia",2472,"Census Tract 53.02, District of Columbia, District of Columbia",356
"G1100010005303","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005303",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005303",,,"11001005303","Census Tract 53.03, District of Columbia, District of Columbia",2479,"Census Tract 53.03, District of Columbia, District of Columbia",360
"G1100010005501","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005501",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005501",,,"11001005501","Census Tract 55.01, District of Columbia, District of Columbia",1921,"Census Tract 55.01, District of Columbia, District of Columbia",352
"G1100010005502","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005502",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005502",,,"11001005502","Census Tract 55.02, District of Columbia, District of Columbia",2487,"Census Tract 55.02, District of Columbia, District of Columbia",432
"G1100010005503","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005503",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005503",,,"11001005503","Census Tract 55.03, District of Columbia, District of Columbia",2159,"Census Tract 55.03, District of Columbia, District of Columbia",283
"G1100010005601","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005601",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005601",,,"11001005601","Census Tract 56.01, District of Columbia, District of Columbia",2477,"Census Tract 56.01, District of Columbia, District of Columbia",433
"G1100010005602","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005602",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005602",,,"11001005602","Census Tract 56.02, District of Columbia, District of Columbia",4005,"Census Tract 56.02, District of Columbia, District of Columbia",441
"G1100010005801","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005801",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005801",,,"11001005801","Census Tract 58.01, District of Columbia, District of Columbia",1626,"Census Tract 58.01, District of Columbia, District of Columbia",266
"G1100010005802","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005802",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005802",,,"11001005802","Census Tract 58.02, District of Columbia, District of Columbia",1843,"Census Tract 58.02, District of Columbia, District of Columbia",327
"G1100010005900","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"005900",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001005900",,,"11001005900","Census Tract 59, District of Columbia, District of Columbia",2350,"Census Tract 59, District of Columbia, District of Columbia",359
"G1100010006400","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006400",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006400",,,"11001006400","Census Tract 64, District of Columbia, District of Columbia",2989,"Census Tract 64, District of Columbia, District of Columbia",520
"G1100010006500","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006500",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006500",,,"11001006500","Census Tract 65, District of Columbia, District of Columbia",2561,"Census Tract 65, District of Columbia, District of Columbia",427
"G1100010006600","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006600",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006600",,,"11001006600","Census Tract 66, District of Columbia, District of Columbia",2125,"Census Tract 66, District of Columbia, District of Columbia",506
"G1100010006700","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006700",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006700",,,"11001006700","Census Tract 67, District of Columbia, District of Columbia",3839,"Census Tract 67, District of Columbia, District of Columbia",427
"G1100010006801","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006801",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006801",,,"11001006801","Census Tract 68.01, District of Columbia, District of Columbia",2149,"Census Tract 68.01, District of Columbia, District of Columbia",338
"G1100010006802","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006802",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006802",,,"11001006802","Census Tract 68.02, District of Columbia, District of Columbia",2400,"Census Tract 68.02, District of Columbia, District of Columbia",586
"G1100010006804","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006804",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006804",,,"11001006804","Census Tract 68.04, District of Columbia, District of Columbia",2231,"Census Tract 68.04, District of Columbia, District of Columbia",65
"G1100010006900","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"006900",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001006900",,,"11001006900","Census Tract 69, District of Columbia, District of Columbia",3236,"Census Tract 69, District of Columbia, District of Columbia",369
"G1100010007000","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007000",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007000",,,"11001007000","Census Tract 70, District of Columbia, District of Columbia",2392,"Census Tract 70, District of Columbia, District of Columbia",365
"G1100010007100","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007100",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007100",,,"11001007100","Census Tract 71, District of Columbia, District of Columbia",3153,"Census Tract 71, District of Columbia, District of Columbia",688
"G1100010007201","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007201",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007201",,,"11001007201","Census Tract 72.01, District of Columbia, District of Columbia",3293,"Census Tract 72.01, District of Columbia, District of Columbia",380
"G1100010007202","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007202",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007202",,,"11001007202","Census Tract 72.02, District of Columbia, District of Columbia",6091,"Census Tract 72.02, District of Columbia, District of Columbia",716
"G1100010007203","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007203",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007203",,,"11001007203","Census Tract 72.03, District of Columbia, District of Columbia",3361,"Census Tract 72.03, District of Columbia, District of Columbia",465
"G1100010007301","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007301",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007301",,,"11001007301","Census Tract 73.01, District of Columbia, District of Columbia",4562,"Census Tract 73.01, District of Columbia, District of Columbia",633
"G1100010007304","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007304",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007304",,,"11001007304","Census Tract 73.04, District of Columbia, District of Columbia",5288,"Census Tract 73.04, District of Columbia, District of Columbia",898
"G1100010007401","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007401",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007401",,,"11001007401","Census Tract 74.01, District of Columbia, District of Columbia",1249,"Census Tract 74.01, District of Columbia, District of Columbia",419
"G1100010007403","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007403",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007403",,,"11001007403","Census Tract 74.03, District of Columbia, District of Columbia",2976,"Census Tract 74.03, District of Columbia, District of Columbia",746
"G1100010007404","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007404",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007404",,,"11001007404","Census Tract 74.04, District of Columbia, District of Columbia",4092,"Census Tract 74.04, District of Columbia, District of Columbia",784
"G1100010007406","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007406",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007406",,,"11001007406","Census Tract 74.06, District of Columbia, District of Columbia",2481,"Census Tract 74.06, District of Columbia, District of Columbia",710
"G1100010007407","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007407",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007407",,,"11001007407","Census Tract 74.07, District of Columbia, District of Columbia",3473,"Census Tract 74.07, District of Columbia, District of Columbia",731
"G1100010007408","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007408",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007408",,,"11001007408","Census Tract 74.08, District of Columbia, District of Columbia",4281,"Census Tract 74.08, District of Columbia, District of Columbia",1183
"G1100010007409","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007409",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007409",,,"11001007409","Census Tract 74.09, District of Columbia, District of Columbia",3571,"Census Tract 74.09, District of Columbia, District of Columbia",841
"G1100010007502","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007502",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007502",,,"11001007502","Census Tract 75.02, District of Columbia, District of Columbia",4259,"Census Tract 75.02, District of Columbia, District of Columbia",957
"G1100010007503","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007503",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007503",,,"11001007503","Census Tract 75.03, District of Columbia, District of Columbia",2188,"Census Tract 75.03, District of Columbia, District of Columbia",604
"G1100010007504","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007504",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007504",,,"11001007504","Census Tract 75.04, District of Columbia, District of Columbia",3031,"Census Tract 75.04, District of Columbia, District of Columbia",755
"G1100010007601","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007601",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007601",,,"11001007601","Census Tract 76.01, District of Columbia, District of Columbia",4240,"Census Tract 76.01, District of Columbia, District of Columbia",905
"G1100010007603","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007603",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007603",,,"11001007603","Census Tract 76.03, District of Columbia, District of Columbia",4519,"Census Tract 76.03, District of Columbia, District of Columbia",980
"G1100010007604","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007604",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007604",,,"11001007604","Census Tract 76.04, District of Columbia, District of Columbia",4029,"Census Tract 76.04, District of Columbia, District of Columbia",721
"G1100010007605","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007605",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007605",,,"11001007605","Census Tract 76.05, District of Columbia, District of Columbia",3929,"Census Tract 76.05, District of Columbia, District of Columbia",667
"G1100010007703","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007703",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007703",,,"11001007703","Census Tract 77.03, District of Columbia, District of Columbia",7078,"Census Tract 77.03, District of Columbia, District of Columbia",1121
"G1100010007707","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007707",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007707",,,"11001007707","Census Tract 77.07, District of Columbia, District of Columbia",4373,"Census Tract 77.07, District of Columbia, District of Columbia",954
"G1100010007708","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007708",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007708",,,"11001007708","Census Tract 77.08, District of Columbia, District of Columbia",2661,"Census Tract 77.08, District of Columbia, District of Columbia",815
"G1100010007709","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007709",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007709",,,"11001007709","Census Tract 77.09, District of Columbia, District of Columbia",2023,"Census Tract 77.09, District of Columbia, District of Columbia",654
"G1100010007803","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007803",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007803",,,"11001007803","Census Tract 78.03, District of Columbia, District of Columbia",4695,"Census Tract 78.03, District of Columbia, District of Columbia",959
"G1100010007804","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007804",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007804",,,"11001007804","Census Tract 78.04, District of Columbia, District of Columbia",3871,"Census Tract 78.04, District of Columbia, District of Columbia",737
"G1100010007806","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007806",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007806",,,"11001007806","Census Tract 78.06, District of Columbia, District of Columbia",2325,"Census Tract 78.06, District of Columbia, District of Columbia",438
"G1100010007807","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007807",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007807",,,"11001007807","Census Tract 78.07, District of Columbia, District of Columbia",2477,"Census Tract 78.07, District of Columbia, District of Columbia",545
"G1100010007808","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007808",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007808",,,"11001007808","Census Tract 78.08, District of Columbia, District of Columbia",4412,"Census Tract 78.08, District of Columbia, District of Columbia",1076
"G1100010007809","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007809",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007809",,,"11001007809","Census Tract 78.09, District of Columbia, District of Columbia",2717,"Census Tract 78.09, District of Columbia, District of Columbia",605
"G1100010007901","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007901",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007901",,,"11001007901","Census Tract 79.01, District of Columbia, District of Columbia",4150,"Census Tract 79.01, District of Columbia, District of Columbia",862
"G1100010007903","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"007903",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001007903",,,"11001007903","Census Tract 79.03, District of Columbia, District of Columbia",2045,"Census Tract 79.03, District of Columbia, District of Columbia",323
"G1100010008001","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008001",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008001",,,"11001008001","Census Tract 80.01, District of Columbia, District of Columbia",3029,"Census Tract 80.01, District of Columbia, District of Columbia",419
"G1100010008002","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008002",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008002",,,"11001008002","Census Tract 80.02, District of Columbia, District of Columbia",3313,"Census Tract 80.02, District of Columbia, District of Columbia",393
"G1100010008100","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008100",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008100",,,"11001008100","Census Tract 81, District of Columbia, District of Columbia",3175,"Census Tract 81, District of Columbia, District of Columbia",485
"G1100010008200","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008200",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008200",,,"11001008200","Census Tract 82, District of Columbia, District of Columbia",2661,"Census Tract 82, District of Columbia, District of Columbia",403
"G1100010008301","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008301",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008301",,,"11001008301","Census Tract 83.01, District of Columbia, District of Columbia",2868,"Census Tract 83.01, District of Columbia, District of Columbia",348
"G1100010008302","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008302",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008302",,,"11001008302","Census Tract 83.02, District of Columbia, District of Columbia",2832,"Census Tract 83.02, District of Columbia, District of Columbia",483
"G1100010008402","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008402",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008402",,,"11001008402","Census Tract 84.02, District of Columbia, District of Columbia",2661,"Census Tract 84.02, District of Columbia, District of Columbia",328
"G1100010008410","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008410",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008410",,,"11001008410","Census Tract 84.10, District of Columbia, District of Columbia",2025,"Census Tract 84.10, District of Columbia, District of Columbia",390
"G1100010008701","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008701",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008701",,,"11001008701","Census Tract 87.01, District of Columbia, District of Columbia",2616,"Census Tract 87.01, District of Columbia, District of Columbia",474
"G1100010008702","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008702",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008702",,,"11001008702","Census Tract 87.02, District of Columbia, District of Columbia",3672,"Census Tract 87.02, District of Columbia, District of Columbia",494
"G1100010008802","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008802",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008802",,,"11001008802","Census Tract 88.02, District of Columbia, District of Columbia",4978,"Census Tract 88.02, District of Columbia, District of Columbia",791
"G1100010008803","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008803",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008803",,,"11001008803","Census Tract 88.03, District of Columbia, District of Columbia",5082,"Census Tract 88.03, District of Columbia, District of Columbia",513
"G1100010008804","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008804",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008804",,,"11001008804","Census Tract 88.04, District of Columbia, District of Columbia",2611,"Census Tract 88.04, District of Columbia, District of Columbia",715
"G1100010008903","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008903",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008903",,,"11001008903","Census Tract 89.03, District of Columbia, District of Columbia",3827,"Census Tract 89.03, District of Columbia, District of Columbia",1038
"G1100010008904","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"008904",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001008904",,,"11001008904","Census Tract 89.04, District of Columbia, District of Columbia",3740,"Census Tract 89.04, District of Columbia, District of Columbia",804
"G1100010009000","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009000",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009000",,,"11001009000","Census Tract 90, District of Columbia, District of Columbia",3776,"Census Tract 90, District of Columbia, District of Columbia",587
"G1100010009102","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009102",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009102",,,"11001009102","Census Tract 91.02, District of Columbia, District of Columbia",4322,"Census Tract 91.02, District of Columbia, District of Columbia",673
"G1100010009201","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009201",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009201",,,"11001009201","Census Tract 92.01, District of Columbia, District of Columbia",3234,"Census Tract 92.01, District of Columbia, District of Columbia",458
"G1100010009203","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009203",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009203",,,"11001009203","Census Tract 92.03, District of Columbia, District of Columbia",3320,"Census Tract 92.03, District of Columbia, District of Columbia",771
"G1100010009204","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009204",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009204",,,"11001009204","Census Tract 92.04, District of Columbia, District of Columbia",3368,"Census Tract 92.04, District of Columbia, District of Columbia",637
"G1100010009301","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009301",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009301",,,"11001009301","Census Tract 93.01, District of Columbia, District of Columbia",3742,"Census Tract 93.01, District of Columbia, District of Columbia",469
"G1100010009302","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009302",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009302",,,"11001009302","Census Tract 93.02, District of Columbia, District of Columbia",1987,"Census Tract 93.02, District of Columbia, District of Columbia",314
"G1100010009400","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009400",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009400",,,"11001009400","Census Tract 94, District of Columbia, District of Columbia",4721,"Census Tract 94, District of Columbia, District of Columbia",721
"G1100010009503","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009503",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009503",,,"11001009503","Census Tract 95.03, District of Columbia, District of Columbia",2911,"Census Tract 95.03, District of Columbia, District of Columbia",600
"G1100010009504","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009504",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009504",,,"11001009504","Census Tract 95.04, District of Columbia, District of Columbia",3281,"Census Tract 95.04, District of Columbia, District of Columbia",414
"G1100010009505","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009505",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009505",,,"11001009505","Census Tract 95.05, District of Columbia, District of Columbia",4493,"Census Tract 95.05, District of Columbia, District of Columbia",697
"G1100010009507","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009507",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009507",,,"11001009507","Census Tract 95.07, District of Columbia, District of Columbia",1635,"Census Tract 95.07, District of Columbia, District of Columbia",325
"G1100010009508","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009508",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009508",,,"11001009508","Census Tract 95.08, District of Columbia, District of Columbia",3930,"Census Tract 95.08, District of Columbia, District of Columbia",869
"G1100010009509","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009509",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009509",,,"11001009509","Census Tract 95.09, District of Columbia, District of Columbia",3076,"Census Tract 95.09, District of Columbia, District of Columbia",358
"G1100010009510","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009510",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009510",,,"11001009510","Census Tract 95.10, District of Columbia, District of Columbia",4908,"Census Tract 95.10, District of Columbia, District of Columbia",908
"G1100010009511","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009511",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009511",,,"11001009511","Census Tract 95.11, District of Columbia, District of Columbia",1645,"Census Tract 95.11, District of Columbia, District of Columbia",57
"G1100010009601","2020-2024","DC",,,"District of Columbia","11","District of Columbia","001",,,"009601",,,,,,,,,,,,,,,,,,,,,,,"1400000US11001009601",,,"11001009601","Census Tract 96.01, District of Columbia, District of Columbia",2288,"Census Tract 96.01, District of Columbia, District of Columbia",475
